,App,Rating,Comment
20,albo-reemplaza-a-tu-banco,4,Excelente siempre responden rápido esperemos que así sea siempre por que ya he usado sus servicios y pienso recomendarlos en el grupo de face donde operamos con cripto activos y cómo admin tengo una “reputación” que cuidar saludos
21,albo-reemplaza-a-tu-banco,5,"Llevo casi un año usando la cuenta para administrar mi dinero y esta app es una maravilla. Te permite hacer transferencias SPEI rápidamente, solo das de alta la clabe y enseguida haces la Transfer, sin esperas ni perder tiempo. Además automáticamente clasifica tus gastos, puedes revisar los cargos fácilmente y es muy intuitivo todo. Verdaderamente estoy muy contento con esta app. Adiós bancos, adiós filas, adiós esperas eternas, adiós sistemas arcaicos, adiós trámites absurdos... Hola Albo! <3"
22,albo-reemplaza-a-tu-banco,5,"albo el mejor Wallet de México, ya que puedes realizar transferencias a otras cuentas de forma inmediata, pagar servicios y lo mejor de todo es que puedes llevar el control de tus ingresos y egresos de forma gráfica. albo es un servicio financiero inteligente para administrar tu dinero. Te avisa al instante si te depositan o si realizas algún pago, siempre puedes estar pendiente de tus finanzas, transfiere dinero en segundos y paga servicios todo sin salir de la oficina.

El soporte técnico es súper rápido y personalizado. La tarjeta es más que genial, puedes impresionar a tus compañeros con ella.

La cuenta es fácil de abrir, los requisitos son mínimos, en cuestión de minutos ya puedes recibir dinero a tu cuenta albo. Llevo tres semanas usándola y estoy encantando.

Si quieres obtener $100 pesos, después de registrar tu cuenta utiliza el código promocional. Menú>Código Promocional.

enriqueza3rc

Fondea mínimo $20 pesos para recibir $100 de saldo y tu tarjeta en menos de 5 días hábiles."
23,albo-reemplaza-a-tu-banco,5,"Me acaba de llegar mi tarjeta y ya le eh depositado varias veces no eh tenido problemas con el sistema es rápido y el servicio q caliente me gusta mucho más que en otros bancos aquí me contestan rápido y me atienden muy bien y tiene buena presentación la tarjeta, me gusta albo"
24,albo-reemplaza-a-tu-banco,5,"Es buenísima, tanto la tarjeta como la app. No tengo otra forma de decirlo, es súper práctica, es muy rápida, le he estado depositando por Benavides y tarda segundos en aparecer el dinero, no he tenido que ir a pararme a un banco a hacer filas... Sinceramente este tipo de productos necesitamos en México para desarrollar los emprendimientos fintech y para ayudar a más personas a tener acceso a la banca. Mi review no es pagado ni patrocinado, vengo aquí como un usuario completamente satisfecho por este producto ;-) sigan así amics!"
25,albo-reemplaza-a-tu-banco,5,"Tiene toda la tecnología que muchas app de bancas les gustaría implementar , Face ID , Touch ID , y tu dinero está seguro"
26,albo-reemplaza-a-tu-banco,5,"Ya llevo casi un año usando albo. Al principio si había teñido desconfianza, luego el servicio de soporte (chat dentro de la app) me ayudó en cada duda que me surgía. Los pagos son al instante, notificaciones en tiempo real, bloqueo y desbloqueo de la tarjeta, los montos de depósito. Y ahora con lo de ¡libre de comisiones por transferencias a otros bancos! Estoy muy contento con la app. Espero les sirva mi reseña :)"
27,albo-reemplaza-a-tu-banco,5,"Excelente servicio y App llevo aproximadamente medio año utilizando, no me ha fallado en nada transferencias llegan súper rápido, las notificaciones cuando se te realiza un cargo a la cuneta el Touch ID para ingresar"
28,albo-reemplaza-a-tu-banco,1,"Yo por desgracia hice uso de este servicio con esta app, es muy mala, estoy atravesando por un problema de clonación de tarjeta desde el 23/11/2017, hasta la fecha en la que escribo esta reseña (29/01/18) no me han dado solución a mi problema del dinero que alguien más hizo uso. A continuación le mencionó algunos problemas que presenta este servicio y que vivo en carne propia por ser usuario (obligatoriamente hasta que me reembolsen mi dinero)
1.- Hacer filas en el Oxxo aveces es tardado
2.- Los depósitos (hablando nueva mente de esta tienda de conveniencia) se ven reflejados después de 24hrs. Cabe recalcar que si depositas en viernes tu dinero se refleja en tu cta hasta el lunes (ya que al parecer los trabajadores detrás de Albo no laboran fines de semana).
3.- los reembolsos son tardados (en comparación al tiempo de un banco tradicional).
4.-Para retirar dinero de algún cajero el cobro es de $30 y por depósito en Oxxo $10
Podría mencionar más pero ya no me dan las líneas 
PD: no hagan caso a los comentarios y calificaciones de 5 estrellas de amigos y trabajadores de Albo, ya que solo son un gancho para atraer a más usuarios (como yo por desgracia)."
29,albo-reemplaza-a-tu-banco,1,No puedo acceder a la app con la ultima actualización.
30,albo-reemplaza-a-tu-banco,5,"Mete código promocional. El mío es:
“ camilogummv “ este lo metes en en el engrane de AJUSTES y recibes $100 pesos de INMEDIATO DE REGALO. Pero lo mejor es que después de esto cuando se activa tu cuenta te llegará un correo para que hagas lo mismo y ganes $50 por cada uno de tus referidos, amigos, familiares o quién tú prefieras, además podrás de acuerdo a las bases de la dinámica ingresar hasta 500 referidos por mes!. 

El registro es rápido, la
llegada de la tarjeta es por paquetería, llega en una semana o menos. Además tiene un esquema de promoción en este momento en el cual al recomendar utilizar la app y tarjeta de débito de albo ganas una recompensa tu y también quien abra su cuenta en albo.

El servicio de soporte por mensaje dentro de la aplicación es muy eficiente, olvídate de esperar en el teléfono por una consulta o solución a responder tus preguntas, ALBO funciona y es una aplicación y cuenta con el respaldo de MASTERCARD. 

Olvida las Filas y solicítala ya!."
31,albo-reemplaza-a-tu-banco,5,"Llevo usando desde hace poco más de un año Albo. Honestamente funciona muy bien, los tiempos de transferencia iguales a cualquier otro banco, a veces en segundos y a veces tardan más. El dinero está siempre seguro, los movimientos que hagan les llega en segundos el aviso de algún cobro. La atención a clientes es verdad que deja mucho que desear, pero cómo es común que no falle difícilmente tendrán que comunicarse para pedir ayuda. La pueden usar para comprar en línea, cómo tarjeta de crédito, uber, etc, etc. Si le dan oportunidad seguramente les va a gustar, no duden por los fake reviews que en lugar de ayudar perjudican"
32,albo-reemplaza-a-tu-banco,5,"Tienen el sistema que deberían de tener los grandes bancos. Si ya tienen de otro banco, pruébenla como una segunda tarjeta y decidan."
33,albo-reemplaza-a-tu-banco,5,"Veo tantos comentarios que dicen que les crea desconfianza sin siquiera usarlo. 
Solo les comparto mi experiencia, me funciona bien. Tiene buen soporte técnico y lo que cobran de comisión es lo que prometen en la descripción. Ni un centavo más. Solo utilicen tomando en cuenta eso. 
Lo recomiendo para los gastos pequeños diarios como cafés, servicios, restaurantes, oxxos, tiendas, supermercado, Uber, ya que la app te muestra un informe y manda avisos al instante. 
Úselo como su ""caja chica""."
34,albo-reemplaza-a-tu-banco,5,"El app es bastante buena y útil. Es muy transparente con los cargos que hacen a tu tarjeta y puedes pagar un montón de servicios. En caso de que necesites soporte técnico siempre te atienden oportunamente y con la mejor actitud. 

Lo único que me hace falta es poder agregar categorías personalizadas a cada uno de los cargos. 

Muy recomendable!"
35,albo-reemplaza-a-tu-banco,5,Me puse a leer las reseñas (por curiosidad) y verdaderamente me generan más desconfianza las reseñas que terminan diciendo no la uso porque tienen reseñas falsas... a mi me funciona perfecto para controlar mis gastos y odio ir a las sucursales bancarias o echarme mínimo 40 minutos en el teléfono pasando de departamento en departamento para que solucionen mi problema..... PRUEBA y solo asi decides lo que amas....
36,albo-reemplaza-a-tu-banco,5,Excelente opción para ahorro y pago de servicios o comercios. Han resuelto todos mis problemas siempre. 100% seguro y satisfacción total.
37,albo-reemplaza-a-tu-banco,5,"De lo mejor que he visto en la AppStore! Mil felicidades a los que creadores, gracias por tener esa visión de facilitarnos las cosas a los usuarios de bancos! Estoy muy agradecido! Espero con ansias el pago a celulares!"
38,albo-reemplaza-a-tu-banco,1,"Puede ser que sea buena y no le di oportunidad, de hecho la estaba descargando cuando leí las reseñas, pero habla muy mal de una compañía inventar testimoniales ficticios como ustedes lo hicieron en los comentarios... TODOS son súper obvios. ""Mis amigos creen que soy súper cool por usar albo?!!!"" (Ese fue el que más risa me dio de todos) La elimine de inmediato, es más, ni la abrí. Muy mal albo. PÉSIMO"
39,albo-reemplaza-a-tu-banco,1,"Siempre dice que no existe y ahí se queda, no deja terminar el proceso"
40,albo-reemplaza-a-tu-banco,4,"Antes había un chat directo en la app donde podían orientarte y ayudarte, ahora solo hay unas opciones de dudas de servicios, sin embargo me sorprendió la rapidez de respuesta, quizá tarde en acostumbrarme pero si te ayudan"
41,albo-reemplaza-a-tu-banco,1,Pensaba en ahorrar unos 6000 pero al primer robo que me hicieron lo pensé mejor y la verdad no quiero arriesgar más dinero. Piénsenlo mejor antes que hacer lo mismo que yo iba a hacer.
42,albo-reemplaza-a-tu-banco,1,"No se puede abrir la aplicación, en mi cel"
43,albo-reemplaza-a-tu-banco,4,"Batallo con la aplicación, no desplega el teclado en los campos de ingreso. Cualquier texto que quiera ingresar."
44,albo-reemplaza-a-tu-banco,3,"Me parece un poco increíble que siendo una experiencia digital y diferente no cuenten con tarjeta digital. Y como nota, solo puedes transferir a otra cuenta hasta que cuentes con la tarjeta física. Yo estúpidamente deposite esperando una tarjeta digital y para mi sorpresa tengo que esperar un montón de tiempo así que quise retirar mi dinero y no pude. No fue una buena experiencia para mi, recomiendo más Cuenca o Klar."
45,albo-reemplaza-a-tu-banco,1,"No respetan las promociones, solo te dan largas. Nada recomendable. Nada como una institución financiera bien establecida. La cancelé y cambié por Cuenca, mil veces más seriedad."
46,albo-reemplaza-a-tu-banco,5,Obtén $100 usando mi código de invitación  arielgustaag2pe
47,albo-reemplaza-a-tu-banco,5,Muy útil y con este código promocional te da 100 pesos de Bienvenida josev1j7
48,albo-reemplaza-a-tu-banco,5,"Me gusta usar albo, solo que me encantaría que sacaran la tarjeta de crédito y poder crear tus propias categorías."
49,albo-reemplaza-a-tu-banco,5,Las transacciones son ágiles y transparentes; soy una clienta satisfecha ! Qué flojera ir a una sucursal bancaria y salir siempre enojada.
50,albo-reemplaza-a-tu-banco,5,"Es la mejor tarjeta de débito si quieres mejorar tu vida financiera, es increíble como poco a poco va evolucionando y va trascendiendo a comparación de los “bancos”, en Albo de verdad cumplen con su lema, “di adiós a los bancos”, cada ves puedo hacer más pagos de servicios, es muy buena para compras online, y si tengo algún aprieto, simplemente los contacto por el chat y la atención que se recibe es maravillosa y lo mejor es que es satisfactoria ya que te hacen devoluciones de cualquier aclaración, los que comentan que da desconfianza es por que ni siquiera la han probado, prefieren las filas de 50 minutos. 

Gracias ALBO."
51,albo-reemplaza-a-tu-banco,5,"Soy usuario de la tarjeta hace tiempo, esta nueva funcion de servicios se ve genial, ojala y pronto puedan extender la variedad de pagos de servicios..."
52,albo-reemplaza-a-tu-banco,5,"La cuenta la abres en muy poco tiempo y la tarjeta te llega muy rápido 😅
Lo mejor es que personalmente no he tenido problemas con los fondeos (llegan a los 5 minutos), la tarjeta es personalizada, acaban de implementar los pagos de servicios y la app actualiza en automático los saldos. ¿La recomiendo? Si, absolutamente."
53,albo-reemplaza-a-tu-banco,5,"Honestamente no tenía mucha confianza en albo, me la recomendó alguien muy cercano y decidí darle la oportunidad, me han sorprendido bastante tiene buen y rápido servicio al cliente, atienden todas mis necesidades y dudas de manera oportuna."
54,albo-reemplaza-a-tu-banco,5,Muy buena app es muy fácil ya hacer la transferencia o el pago de algunos servicios me encanto
55,albo-reemplaza-a-tu-banco,5,Me gusta mucho albo como una pequeña caja de ahorro (un cochinito) gracias al autofondeo.
56,albo-reemplaza-a-tu-banco,5,"En la anterior reseña, el usuario menciona que no le da confianza y es válido que lo crea, pero al menos yo que uso la app y ya tengo mi tarjeta por cierto la antigua, lo poco que lo he usado créanme es buena la app, bonita esta la tarjeta, si quiero la bloqueo por si alguien quiere usar de ella, mis gastos quedan muy bien hechos en su historial, el soporte técnico de la app te dan respuestas buenas y solucionan tu duda muy claramente! La verdad deberían darle la oportunidad de visitar el historial de cuallix financiera. Investigar de donde proviene esta empresa y los años que tiene en mexico. Los datos financieros que las páginas oficiales te otorgan sobre el manejo de tu tarjeta albo. Sin embargo otros pueden seguir teniendo la idea de que es una estafa y la cual no lo es! 

Gracias albo por ser una pequeña American Express mexicana jaja! Es buena su idea y espero que dure mucho tiempo!"
57,albo-reemplaza-a-tu-banco,5,He estado usando la App desde hace octubre del año pasado y me sigue gustado mucho. La transferencia de dinero a mis familiares es muy sencilla y ágil y a cualquier hora del día. La recomiendo mucho !!!!
58,albo-reemplaza-a-tu-banco,5,"Llevo 6 meses usando albo, podría decir que lo malo es las 24 horas que tardarán en acreditar el pago en Oxxo y la falta de chip en las tarjetas que creo ya las están cambiando. Por lo demás excelente. A mi forma de ver, extravié mi tarjeta, en dos dias ya la tenia en mis manos!!! Comparado con los bancos, que tardan 15 días. A mi forma de ver."
59,albo-reemplaza-a-tu-banco,5,Y no solo eso. Es más efectiva para hacer transacciones online sin tener una cuenta bancaria o alguna tarjeta de crédito. Al tercer día me llego mi tarjeta y se la regalé a mi sobrino para que le ponga saldo y haga sus compras online de videojuegos.
60,albo-reemplaza-a-tu-banco,4,"Es una excelente aplicación, pero le pongo 4 estrellas porque tuve problemas al registrarme con mi domicilio, creo que es algo que deberían solucionar. Pero la atención fue rápida y mi tarjeta llegó súper rápido. Excelente."
61,albo-reemplaza-a-tu-banco,1,"No puede haber una app tan inservible. Mal servicio de atención y la app es una cochinada, no la descarguen mejor mibo"
62,albo-reemplaza-a-tu-banco,1,"Eh notado que desminuyen los centavos, por ejemplo tenía una cantidad 28.76  y al actualizar pasa a 28.40, ¿Por qué pasa esto? Tienen algún impuesto diario? O simplemente error de sus sistema? Me explicar por favor."
63,albo-reemplaza-a-tu-banco,1,"Confié en su instalación. La instale y le deposite 1200 pesos para hacer transferencias a mis clientes. Le di de altas a estos pero al tratar de realizar las transferencias me pide la confirmación de mi correo. ..me mandan un correo de confirmación y al presionar en el botón de la liga me manda a un sitio que no tiene nada que ver.  Solicito urgentemente.se solucione.  Porque tendré que retirar mi dinero y desinstalar la,aplicación."
64,albo-reemplaza-a-tu-banco,1,"No funciona para algo sencillo como compras por internet de iTunes o uber, nada recomendada. Pésimo servicio 0 estrellas 😂"
65,albo-reemplaza-a-tu-banco,1,"Descargue la aplicación porque en teoría todo sería más fácil y dinámico, sin embargo no fue así.  Inicie todo el proceso para la apertura de mi cuenta con mis datos personales, añadiendo una identificación como me lo pidieron. Me rechazaron mi identificación no una, sino tres veces, hice todo lo que me dijeron, y al final opté por cancelar el servicio. Pero no ha sido posible cancelarlo , al día de hoy , casi dos semanas después no me han podido cancelar y regresar mis 50 que ya había traspaso a la app. Robo total. La competencia verificó mi identidad en un día sin ningún problema."
66,albo-reemplaza-a-tu-banco,1,Intente realizar una transferencia a una cuenta atravez de una clave interbancaria y no pudo realizarla pide activar una tarjeta e inmediatamente me cancelaron la tarjeta que “según” me estaban aprobando...veo y he leído muchas maravillas en sus reseñas de las cuales no se por que a mi si me complicaron su uso. NO ME AGRADO TIENEN ALGUNAS COSAS BUENAS EN SU INTERFAZ PERO EN DESARROLLO NO LO CREO .
67,albo-reemplaza-a-tu-banco,1,"Fraude, todos los buenos comentarios son de empleados, NO LA DESCARGUEN"
68,albo-reemplaza-a-tu-banco,4,"Me gustaría que no solo se pudiera enviar dinero por el número de cuenta, sino también por el número de tarjeta"
69,albo-reemplaza-a-tu-banco,1,Si pudiera poner 0 estrellas esa sería mi calificación. Pésima app
70,albo-reemplaza-a-tu-banco,1,No usen el servicio.. nunca te mandan tarjeta
71,albo-reemplaza-a-tu-banco,3,Solo que estaría padre que agregaran para pagar en más servicios por ejemplo Amazon Netflix o más. También que agregaran el pago a z gas. Me gusta solo que estuviera mejor que para hacer transferencias se puedoera hacer con el número de tarjeta y no con la clabe ya que es más complicado.
72,albo-reemplaza-a-tu-banco,5,"Llevo más de un año utilizando albo, y ya no tengo que ir a sucursales todo desde la comidad de mi hogar ya no existen cobros sorpresa ni comisiones, aceptan mi tarjeta en cualquier establecimiento, puedo enviar y recibir dinero 24/7 ahora ya puedo hasta retirar en supermercados la app es súper amigable e intuitiva he podido ahorrar dinero y en atención a clientes siempre han solucionado mis dudas."
73,albo-reemplaza-a-tu-banco,5,Tuve un problema con mi cuenta y en poco tiempo me resolvieron.
74,albo-reemplaza-a-tu-banco,5,"Llevo alrededor de 4 meses ocupando mi albo y es una maravilla. 
Es una buena opción para nosotros los estudiantes (mayores de 18 años) porque no cobran comisiones y me pueden mandar dinero, la transferencia es inmediata. No me ha fallado ni una vez! 
Es lo mejor hasta ahora"
75,albo-reemplaza-a-tu-banco,5,Uno de las mejores tarjetas fintech en México. Aplicación completa y fácil de usar. Lo único que le gustaría que agregaran en la posibilidad de tener modo oscuro.
76,albo-reemplaza-a-tu-banco,5,Me gustaría que hubiese una forma más rápida de checar el estado de cuenta y otra en la que se pudiese ocultar el nombre del titular con algún código o algo.
77,albo-reemplaza-a-tu-banco,5,"Muy buena aplicación, al principio no sabia si confiar o no pero ahora confío ciegamente. El servicio al cliente te contesta en menos de 5 min. Depósitos en mas de 10 diferentes negocios alrededor de México. Transferencias seguras y rápidas (no tardas anda agregando claves interbancarias). Tarjeta digital y física. Cobros seguros con nip en establecimientos. Sin fin de cosas que muchos bancos no dan!! 

La recomiendo al 100% ♥️"
78,albo-reemplaza-a-tu-banco,1,"Solo me deja realizar transferencias a mismas cuentas de albo porque si intento realizar transferencias a otras mis bancos no me lo permite y me bota el dinero, increíble que no puedan solucionar algo tan simple"
79,albo-reemplaza-a-tu-banco,1,"Al querer tomar la foto de mi ine me saca se la app, pésimo."
80,albo-reemplaza-a-tu-banco,4,"Le recomendé ALBO a mi mamá pero no ha podido usar al 100% la app porque no esta optimizada para el tamaño de pantalla del iPhone SE :( entonces no puede ver ciertos apartados en su totalidad. Tuvimos que usar mi XS para que pudiera ver los datos de su tarjeta virtual para hacer su primera compra. 

Por favor arréglenlo, no le fallen a mi mami y me hagan quedar mal a mí con ella. Espero su respuesta y gracias."
81,albo-reemplaza-a-tu-banco,1,"Súper mala experiencia en estos servicios es mejor los bancos explicaré porque 
Hice mi depósito por medio de referencia en waldos que no tardaba ni una 1 hora en rebotar el pago llego 3 días desde hoy y no me contestan el sistema de ayuda de albo en correo suspendan la aplicación cuento con fotos de tickets y capturas para dar a conocer a esta aplicación"
82,albo-reemplaza-a-tu-banco,5,"Estoy probando la App apenas hace 2 días mi plástico ya viene en camino 😃 hasta ahora la experiencia es estupenda, esto de poder apartar dinero como en SOBRES! jajaj es muy buena, lo único que aún no sé es cómo sacarlo del casillero ! Para ya poder usarlo, como se hace eso ? he estado probando las transferencias entre Albo y HSBC Y SCOTIBANK de ida y vuelta y sin problema! En segundos ves reflejado el movimiento! 😃 solo una duda 🙋 no veo en donde editar los datos de trasferencia? Me falto poner el correo de mis contactos y no encuentro donde editar eso, me ayudan con esa duda porfa 🙏🏻 y la de más arriba ⬆️ tema mover recursos del casillero a la cuenta corriente ? 
Yo hasta ahora la recomiendo al 100 💯 y háganse un favor público ! También probé la de BNEXT y la App es una 🤬 ya di de baja la cuenta ! No lo duden Albo esta de Lux 
Felicidades 🎊"
83,albo-reemplaza-a-tu-banco,1,"No me deja registrar. Después de llenar todos los datos. Al seleccionar INE, la aplicación se cierra y hay que volver a empezar. Qué pérdida de tiempo lo intenté varias veces. No tengo un smartphone viejo."
84,albo-reemplaza-a-tu-banco,2,"Antes funcionaba muy bien, podía comprar y hacer pagos en donde sea, hasta domiciliarlos. Ahora no he podido hacer ni uno solo, y no dieron solución ... simplemente dejé de usar la tarjeta."
85,albo-reemplaza-a-tu-banco,1,"No me pueden resolver él problemas con el  inicio de sesión ya que pongo el mail con el que me di de alta y el número telefónico, me dicen que no está dado de alta con ese mail siendo que tengo mails de albo al mismo correo con el que me di de alta"
86,albo-reemplaza-a-tu-banco,5,"Es genial, los spei  súper rápidos, y se puede depositar en diferentes lugares y las tarifas varían, tardan una hora en acreditar pero en todo lo demás, son geniales además ya se pueden pagar tdc con clave interbancaria (vexi) y es mucho más genial aunque avisan que cobran una comisión después de segundo pago. El servicio al cliente es grandioso, muy atentos y rápidos!!!"
87,albo-reemplaza-a-tu-banco,2,No acepta transferencias he querido transferir dinero de otra tarjeta a esa y no quiere y hay compras y préstamos q m piden de q banco es y pues no tienen renombre
88,albo-reemplaza-a-tu-banco,4,Hasta ahorita todo funciona bien.
89,albo-reemplaza-a-tu-banco,5,"Me regalaron 100 pesos 
Me urgía hacer una compra con mi tarjeta BBVA y mi banco la bloqueaba a cada rato desesperado pensé en alguna tarjeta virtual, no confiaba mucho en esta aplicación pero dije pues vamos a ver qué pasa y sorprendente pude hacer mi compra con la tarjeta virtual y mas a parte me dieron 100 pesos 😱😱👍🏻👍🏻la recomiendo mucho"
90,albo-reemplaza-a-tu-banco,5,"Llevo más de un año usando Albo y la verdad me encanta. 
Me gusta te tiene varias categorías de gastos, te dice en donde y cuanto gastaste, enviar y recibir dinero es súper fácil, la app es bastante amigable y me gusta el diseño. 

Estaría increíble que se pudiera usar la firma electrónica al momento de pagar."
91,albo-reemplaza-a-tu-banco,5,"Había probado otras apps y no hay nada como ustedes, ya estaba perdiendo la fe de estas aplicaciones hasta que llegue a Albo, muy sencilla de usar y excelente forma de dividir la tarjeta virtual y la física, aparte de que mi tarjeta llego 2 días después que abrí mi cuenta!!"
